rank,ym,title,author,publisher,pub_date,discount,price,original_price,point,score,review_cnt,intro,url,site
20,202512,아무도 오지 않는 곳에서,천선란,허블,2025.10.27,10%,15300,"17,000원",850,9.5,160,"2019년 『천 개의 파랑』으로 한국과학문학상 장편 대상을 수상한 이래, 천선란은 발표하는 작품마다 폭넓은 독자의 지지를 받아왔다. 그의 작품은 연극과 뮤지컬로 무대화되었고, 펭귄 랜덤하우스를 통해 영미권에 출간되었으며, 워너 브라더스 픽쳐스와의 영화화 계약까지 체결되었다. 이제는 세계가 주목하는 작가로 자리매김한 천선란. 그의 두 번째 연작소설 『아무도 오지 않는 곳에서』가 허블에서 출간되었다.

천선란은 그간 장편 『밤에 찾아오는 구원자』 『나인』, 소설집 『어떤 물질의 사랑』 『노랜드』 『모우어』, 연작 『이끼숲』, 중편 『랑과 나의 사막』 등을 통해 인간과 비인간, 상실과 생존, 구원과 돌봄의 윤리를 꾸준히 탐구해 왔다. 『아무도 오지 않는 곳에서』는 그 여정의 연장선에 있으며, 그가 오랫동안 사랑해 온 ‘좀비 아포칼립스’라는 무대 위에서 그 정서와 감각을 가장 극단까지 밀어붙인 작품이다.

이번 연작은 천선란이 데뷔 초 발표한 단편 「제 목소리가 들리십니까」(2019)와 「제 숨소리를 기억하십니까」(2020)의 세계관을 확장해 집필한 중편 「우리를 아십니까」(2025, 『토막 난 우주를 안고서』 수록)에서 비롯되었다. 「우리를 아십니까」를 토대로 기존 두 단편을 각각 전면적으로 확장·개고해 중편으로 다시 썼고, 이로써 6년에 걸쳐 3부작 서사가 완성되었다. 천선란은 이번 연작에서 좀비를 단순한 공포의 상징이 아니라 인간 존재의 가장 깊은 고독을 비추는 거울로 삼으며, ‘너를 살리는 방식으로 내가 사는 윤리’(정우주, 「상실의 자리로부터-천선란론」)에서 한발짝 더 나아간다.

세 편의 이야기는 각각 다른 시공간에서 좀비 아포칼립스를 마주한다. 1부는 감염과 붕괴의 초입에서 시작된 재앙이 이주 우주선으로 번지며, 무엇을 살리고 죽일지에 대한 선택의 순간을 그린다. 2부는 지구를 탈출하지 못한 사람들이 서로를 돌보며, 어떤 마음으로 살아야 생존을 넘어 삶을 이어갈 수 있는지를 보여준다. 3부는 인류가 사라진 지구에서 인간도 좀비도 아닌 존재들이 멸망 이후까지 사랑을 기억하고 지속하는 모습을 그린다. 세 편은 모두 ‘사랑하는 이를 끝내 놓지 못하는 마음’과 ‘너를 살리는 방식으로 내가 살겠다는 마음’으로 단단히 이어진다.

배우 박정민이 추천사에서 “천선란 자네는 대체 어떤 사랑을 해온 것이냐”고 물은 것처럼, 이번 연작은 사랑하는 이를 끝내 놓지 못하고, 서로를 잊지 않으려는 이들의 이야기를 그린다. 죽음과 상실을 끌어안은 채 살아가는 사람들, 그들의 손끝에 남은 온기가 천선란의 세계를 이룬다. 또한 소설가 백온유가 “어째서 이토록 좀비는 지독하게 인간인가”라고 평한 것처럼, 이번 작품은 ‘좀비’라는 존재를 통해 인간이 끝내 버리지 못하는 감정의 형태를 섬세하게 포착한다. 삶과 죽음, 인간과 좀비, 폐허와 낙원이 뒤섞인 세계 속에서 천선란은 멸망 이후에도 계속되는 사랑을 응시한다.",https://product.kyobobook.co.kr/detail/S000218147274,교보문고
21,202512,소년이 온다,한강,창비,2014.05.19,10%,13500,"15,000원",750,9.8,"4,320","2014년 만해문학상, 2017년 이탈리아 말라파르테 문학상을 수상하고 전세계 20여개국에 번역 출간되며 세계를 사로잡은 우리 시대의 소설 『소년이 온다』.
이 작품은 『채식주의자』로 인터내셔널 부커상을 수상한 한강 작가에게 “눈을 뗄 수 없는, 보편적이며 깊은 울림”(뉴욕타임즈), “역사와 인간의 본질을 다룬 충격적이고 도발적인 소설”(가디언), “한강을 뛰어넘은 한강의 소설”(문학평론가 신형철)이라는 찬사를 선사한 작품으로, 그간 많은 독자들에게 광주의 상처를 깨우치고 함께 아파하는 문학적인 헌사로 높은 관심과 찬사를 받아왔다. 
『소년이 온다』는 ‘상처의 구조에 대한 투시와 천착의 서사’를 통해 한강만이 풀어낼 수 있는 방식으로 1980년 5월을 새롭게 조명하며, 무고한 영혼들의 말을 대신 전하는 듯한 진심 어린 문장들로 5·18 이후를 살고 있는 우리에게 묵직한 질문을 던진다. 
이 작품은 가장 한국적인 서사로 세계를 사로잡은 한강 문학의 지향점을 보여준다. 인간의 잔혹함과 위대함을 동시에 증언하는 이 충일한 서사는 이렇듯 시공간의 한계를 넘어 인간 역사의 보편성을 보여주며 훼손되지 말아야 할 인간성을 절박하게 복원한다.",https://product.kyobobook.co.kr/detail/S000000610612,교보문고
22,202512,어른의 행복은 조용하다,태수,페이지2북스,2024.11.04,10%,16020,"17,800원",890,9.47,719,"《1cm 다이빙》, 《홈 in 홈》으로 많은 사랑을 받았던 에세이스트 태수가 2년 만의 신작 《어른의 행복은 조용하다》로 돌아왔다. 이번 신작에서 저자 태수는 그동안 선보였던 이야기보다 한층 성숙하고 현명하게 삶의 행복에 가까워지는 방법에 대해 이야기한다. 새로운 것, 짜릿한 것, 남들보다 높은 곳에서 행복하고 싶어 발버둥치는 사람들에게 행복은 꼭 그런 데에만 있는 게 아니라 불행해지지 않는 것에서부터 출발한다고 조용히 알려준다.
《어른의 행복은 조용하다》는 요란한 세상에서도 흔들리지 않고 내 삶을 살아가는 튼튼하고 단단한 태도에 대해 말한다. 시끌벅적 기쁜 일을 찾아다니기보다도, 울 일이 없고 별다른 나쁜 일이 없는 하루를 만들어야 한다고 강조한다. 그랬을 때에야 진정한 행복이 우리 곁에 온다는 사실을 다시 한번 일깨워준다.
이 책을 먼저 읽은 독자들의 반응 역시 뜨겁다. “울고 싶어지는 날이면 태수 작가의 글을 찾는다. 충분히 울고 다시 나아가기 위해”, “〈불편한 편의점〉 이후로 오랜만에 끝나지 않길 바라던 책”이라며 극찬하고, SNS에서 선보인 선공개 원고에도 빨리 책으로 출간해달라는 요청이 쇄도했다. 
이제 당신 차례다. 《어른의 행복은 조용하다》를 읽고 현명하게 행복해질 수 있다. 혹자는 여전히 의심스러운 목소리로 그토록 조용한 인생에서도 행복을 발견할 수 있냐고 묻지만 저자는 확신에 찬 목소리로 단호하게 답한다. “물론”이라고.",https://product.kyobobook.co.kr/detail/S000214453032,교보문고
23,202512,시대예보: 경량문명의 탄생,송길영,교보문고,2025.09.11,10%,19800,"22,000원",1100,9.62,163,"지금 우리 사회의 화두 중 하나는 ‘희망퇴직’이다. 몇 년 전만 해도 희망퇴직은 유동성에 위기를 겪는 기업이 단기간에 이를 해결하기 위해 사용하는 긴급 처방이었다. 하지만 최근 몇 년 사이에 마치 상시 제도처럼, 하루가 멀다고 대기업들의 ‘희망퇴직’ 뉴스가 들려온다. 그 대상도 10년 이상 일한 50대에서 1년 차 20대까지 확대되었다. 이쯤 되면 이는 단순한 유동성 확보의 문제가 아니다. 조직 자체의 의미와 구조를 바꿀 만한 거대한 변화가 우리 사회에 벌어지고 있다. 
그동안 ‘핵개인’과 ‘호명사회’라는 혁신적인 키워드로 개인에 초점을 맞춰 우리 사회의 변화를 소개해온 송길영 작가가 세 번째 《시대예보》로 돌아왔다. 이번에는 ‘경량문명의 탄생’을 선언하며, 우리 사회의 모든 ‘조직’ 단위에서 일어나고 있는 변화를 날카로운 시선과 섬세한 표현으로 소개한다.",https://product.kyobobook.co.kr/detail/S000217421954,교보문고
24,202512,호의에 대하여,문형배,김영사,2025.08.28,10%,16920,"18,800원",940,9.37,433,"나의 일상을 풍요롭게 채우는 건 어떤 의미인가, 다른 사람의 삶을 온전히 이해할 수 있는가, 사람과 사회는 바뀔 수 있는가. 자작나무에서 지리산으로, 도스토옙스키에서 몽테스키외로, 일상에서 재판까지. 호의는 사람을, 세상을 어떻게 바꾸는가. 받은 것을 사회에 되돌려주라던 김장하 선생과의 추억, 법을 몰라 손해 보는 이들을 헤아리는 마음, ‘자살’을 시도했던 재소자가 ‘살자’는 다짐을 하게 만든 선물, 사랑하는 이를 그리워하며 속절없이 흘리는 눈물, 그리고 건강한 법원과 사회를 향한 진심 어린 조언… 

더 나은 길에 대한 소박한 상상과 아름다운 이들에 대한 따뜻한 진심.
문형배가 말하는 결코 탄핵할 수 없는 것에 대하여.",https://product.kyobobook.co.kr/detail/S000217393638,교보문고
25,202512,원피스 112: 할리(신전),Eiichiro Oda,대원씨아이,2025.10.31,10%,5400,"6,000원",300,9.81,95,염원하던 엘바프에 상륙하고 로빈은 사우로와 고대하던 재회를 이룬다. 그리고 미지의 비경에서 새로운 모험에 시동을 거는데…. 그런 한편 꺼림칙한 분위기의 침입자가 출현하여 폭풍의 예감이. '원피스'를 둘러싼 해양 모험 로망.,https://product.kyobobook.co.kr/detail/S000218196326,교보문고
26,202512,흔한남매 20,흔한남매,미래엔아이세움,2025.09.17,10%,15120,"16,800원",840,9.84,349,"어린이의 웃음 코드에 맞춰 엄선한 에피소드를 앙증맞고 유머러스한 만화로 풀어 냈습니다. 웃음을 유발하는 에이미와 으뜸이의 티격태격 일상은 물론이고, 설렘과 반전 재미가 가득한 으뜸이의 소개팅, 오랜만에 만난 친구 유형, 공포의 시골집 안내 방송, 추석맞이 공감 포인트 등 골라 읽는 재미가 가득한 에피소드 만화가 수록되어 있습니다. 또한 에피소드 만화 중간중간에는 유튜브에서는 만날 수 없었던 ‘요리조리 사다리 타기’, ‘와글와글 진짜 으뜸이 찾기’, ‘꼬불꼬불 미로 찾기’ 등 깨알 재미가 가득한 놀이 페이지가 수록되어 있습니다.",https://product.kyobobook.co.kr/detail/S000217540726,교보문고
27,202512,기분이 태도가 되지 않게(헬로키티 에디션),레몬심리,갤리온,2025.11.12,10%,16200,"18,000원",900,9.18,39,"30만 베스트셀러 『기분이 태도가 되지 않게』와 세상에서 가장 귀여운 ‘헬로키티’가 만났다. 전 세계 다양한 세대에게 꾸준히 사랑받은 헬로키티는 국내외 여러 유명 브랜드와 컬래버레이션을 진행했다. 이번에는 2020년 출간 이후 독자들에게 꾸준히 사랑받아온 『기분이 태도가 되지 않게』와 함께한다. 

『기분이 태도가 되지 않게』 ‘헬로키티 에디션’은 표지를 기분에 따라 바꿔 쓸 수 있도록 양면 커버로 제작해 특별함을 더했다. 본문에는 다양한 스타일의 헬로키티 일러스트를 30컷 이상 수록해 헬로키티만의 귀엽고 사랑스러운 일상을 담아냈다. 밝고 상냥한 태도로 따듯한 일상을 보내는 헬로키티와 함께 다정한 태도를 잃지 않는 단단한 마음을 만들어보자.",https://product.kyobobook.co.kr/detail/S000218276597,교보문고
28,202512,급류,정대건,민음사,2022.12.22,10%,12600,"14,000원",700,9.26,764,"2020년 《한경신춘문예》에 장편소설 『GV 빌런 고태경』이 당선되어 작품 활동을 시작한 소설가 정대건의 두 번째 장편소설 『급류』가 오늘의 젊은 작가 시리즈 40번으로 출간되었다. 『급류』는 저수지와 계곡이 유명한 지방도시 ‘진평’을 배경으로, 열일곱 살 동갑내기인 ‘도담’과 ‘해솔’의 만남과 사랑을 그린 소설이다. 아빠와 함께 수영을 하러 갔던 도담이 한눈에 인상적인 남자아이 ‘해솔’이 물에 빠질 뻔한 것을 구하러 뛰어들며 둘의 인연은 시작된다. 운명적이고 낭만적으로 보이는 첫 만남 이후 둘은 모든 걸 이야기하고 비밀 없는 사이가 되지만, 그 첫사랑이 잔잔한 물처럼 평탄하지만은 않다. 모르는 사이에 디뎌 빠져나올 수 없이 빨려드는 와류처럼 둘의 관계는 우연한 사건으로 다른 국면을 맞이한다. 도담과 해솔의 관계가 연인으로 발전하던 어느 날, 해솔의 엄마와 도담의 아빠가 불륜 관계인 듯한 정황이 드러나고 이에 화가 난 도담은 그 둘이 은밀히 만나기로 한 날 밤 랜턴을 들고 그들의 뒤를 밟는다. 그리고 그곳에서 생각지도 못한 사고가 벌어진다. 그날 이후, 진평에서 오직 서로가 전부이던, 나누지 못할 비밀이 없던 도담과 해솔의 관계와 삶은 순식간에 바뀌어 버린다. 해솔의 엄마와 도담의 아빠는 어떤 관계였던 걸까? 그 날, 그 밤 도담과 해솔은 어떤 일을 겪게 된 걸까?",https://product.kyobobook.co.kr/detail/S000200550189,교보문고
29,202512,주식 투자의 뿌리,박두환,애덤스미스,2025.11.10,10%,19800,"22,000원",1100,9.72,75,"흔히 ‘실패는 성공의 어머니’라고 말한다. 하지만 적지 않은 돈이 오가는 주식 투자의 세계에서는 한 번의 실패가 주는 타격감에 많은 투자자가 뼈아픈 추락을 뒤로하고 주식시장을 떠나는 경우가 비일비재하다. 그런데 여기, 두 번의 실패를 경험했지만 궁극에는 수백억의 자산을 운용하는 개인 투자자로 성공한 사람이 있다. 개설한 지 반년도 채 되지 않아 15만 명이 넘는 구독자를 모으며 개인 투자자의 전설로 자리매김한, ‘박두환의 실전투자교실’의 운영자 박두환이 바로 그 주인공이다. 

저자는 주식 투자 과정에서 한 번은 지나친 자신감으로 인해, 또 한 번은 코로나 팬데믹이라는 그 누구도 피할 수 없었던 시장 상황으로 인해 힘겨운 투자 실패를 경험했다. 하지만 넘어진 자리에 무너진 채로 머물지 않고 치열한 공부와 자기반성의 시간을 거쳐 ‘가치 투자의 가치’를 이해하고 실천한 끝에 모두가 선망하는 성공을 거두었다. 《주식 투자의 뿌리》는 저자가 두 번의 처절한 실패 끝에 얻은 깨달음과 성공적인 투자를 위한 현실적인 조언을 담은 책이다. 

책에서 저자가 매우 중요하게 강조하는 개념은 ‘뿌리가 단단한 투자’다. 갈대는 매일 바람에 흔들리지만, 땅속 깊이 뿌리를 내렸기 때문에 쉽게 쓰러지지 않는다. 투자자도 마찬가지다. 시시각각 오르내리는 주가에 마음이 흔들릴지라도, 자기만의 투자 기준과 신념이 있다면 끝내 길을 잃지 않고 우직하게 가치 투자를 이어갈 수 있다. 이처럼 우리 내면에 ‘투자의 뿌리’를 깊고 단단하게 내리기 위해서는 세상의 변화와 기업의 혁신을 끊임없이 배우고 이해하려는 노력을 생활화해야 한다. 그래야 기업의 내재 가치를 알아볼 수 있는 안목이 성장한다. 

코스피 4000 돌파가 현실이 된 이 시점에서 한국 주식시장은 새로운 모멘텀을 맞이하며 놀라운 역사를 갱신해나가는 중이다. 이 추세라면 다들 꿈의 숫자라고만 생각했던 코스피 5000도 전혀 불가능한 미래는 아닐 것이다. 한국 주식의 밸류에이션 상승이 기대되는 지금, 《주식 투자의 뿌리》와 함께 가치 투자의 기본기를 다져나가다 보면, 저평가되었지만 내재 가치가 무궁무진한 대한민국 기업을 발굴해낼 수 있는 안목을 얻을 수 있을 것이다.",https://product.kyobobook.co.kr/detail/S000218301318,교보문고
30,202512,돈의 심리학(30만 부 기념 스페셜 에디션),모건 하우절,인플루엔셜,2023.11.06,10%,17820,"19,800원",990,9.64,"1,561","월스트리트저널에서 10년 넘게 금융과 투자에 대한 글을 써온 칼럼니스트이자 콜라보레이티브 펀드 파트너로 활동중인 모건 하우절의 첫 책이다. 출간 즉시 아마존 투자 분야 1위를 차지했고 개인 투자자부터 전문 컨설턴트까지 극찬 세례를 받으며 명실상부 ‘2020 아마존 최고의 금융도서’로 평가받는다.
《돈의 심리학》은 총 20개 스토리로 구성되어 있다. ‘스토리텔링의 천재’ ‘소설가의 기술을 가진 금융 작가’라는 별명답게 모건 하우절이 들려주는 20개의 투자 스토리는 대단히 매력적이다. 하나하나 실화와 실증에 바탕을 두되 이야기의 재미와 투자의 교훈을 빠짐없이 담아냈다. 
제2차 세계대전 당시 독일의 탱크 부대 이야기, 마이크로소프트 창업에 관한 빌 게이츠의 고백, LA에서 주차 대행 아르바이트를 하던 시절 페라리에 얽힌 에피소드, 워런 버핏의 놀라운 수익률의 비밀까지 다양한 이야기를 흥미롭게 전개하여 읽는 이들을 단번에 사로잡는다. 또한 그 끝에는 하나같이 감탄을 부르는 탁월한 통찰을 담고 있다. 부에 관한 문제는 결국 학력, 지능, 노력과 직접적 관련이 없으며 돈에 관한 인간의 편향, 심리, 다시 말해 ‘돈의 심리학’과 밀접한 관련이 있음을 깨닫게 한다. 
국내에서 30만 부 판매 돌파를 기념하여 출간하는 ‘스페셜 에디션’에는 모건 하우절이 새롭게 쓴 ‘보너스 스토리’가 수록된다. 책이 출간된 지 2년이 지난 시점에서 그가 새롭게 깨달은 ‘부의 비밀’에 대해 이야기한다. 세상이 아무리 바뀌어도 모건 하우절이 제시하는 ‘돈의 심리학’의 힘은 여전하다. 그것이 국내외 투자전문가들이 이 책을 ‘투자서의 현대판 고전’으로 앞다퉈 추천하는 이유이다. 
 결국 학력, 지능, 노력과 직접적 관련이 없으며 돈에 관한 인간의 편향, 심리, 다시 말해 ‘돈의 심리학’과 밀접한 관련이 있음을 깨닫게 한다.",https://product.kyobobook.co.kr/detail/S000001947552,교보문고
31,202512,싯다르타,헤르만 헤세,민음사,2002.01.20,10%,7200,"8,000원",400,9.71,976,"“만약 마음속에 있는 모든 욕망과 모든 충동이 침묵한다면,
존재 속에 있는 가장 내밀한 것, 이제 더 이상 자아가 아닌 것,
그 위대한 비밀이 눈뜨게 될 것이었다.” 

인도에서 가장 높은 계급인 브라만의 아들 싯다르타는 깨달음을 얻기 위해 아버지의 만류에도 친구 고빈다와 함께 출가한다. 그는 불교를 창시한 석가모니 수하에서 수행할 기회를 얻지만, 부처의 가르침을 통해서가 아니라 스스로 깨달음을 찾아야 한다는 것을 깨닫고는 친구 고빈다를 두고 홀로 길을 떠난다. 이후 싯다르타는 중년이 될 때까지 사랑하는 여인과 부유한 상인을 만나 세속의 욕망을 즐기다가 그에 찌든 자신을 발견하고 모든 것을 버린 채 뱃사공이 된다.
『싯다르타』는 헤세가 거의 일 년 반 동안 창작이 거의 불가능할 정도로 심한 우울증을 앓다가 정신 치료를 받은 후 발표한 작품이다. 동서양의 정신적 유산을 시적으로 승화한 일종의 종교적 성장소설로 볼 수 있는데 영원을 향한 갈망과 인간의 내면을 깊이 파고드는 초월에 대한 의지를 단순하고도 서정적인 문체로 담아냈다. 정형화된 종교 교리와 자족적인 영혼의 성찰 사이의 고뇌를 섬세하게 그리며 자아 발견을 위한 길이 하나로 정해져 있지 않음을 시사하고 철학이나 종교, 그 밖의 모든 신념에 맹목적으로 의지하고자 하는 고정관념에 도전한 작품이다.",https://product.kyobobook.co.kr/detail/S000000620195,교보문고
32,202512,해커스 토익 기출 VOCA(보카),David Cho,해커스어학연구소,2024.08.19,10%,11610,"12,900원",640,9.69,"2,216","1. 토익 기출 보카 30일 완성!
2. 주제별 연상암기로 쉽고 재미있게 단어 학습
3. 최신 기출 단어 및 출제포인트 수록
4. 목표 점수대별 필수 단어로 맞춤 학습 가능
5. 출제율 높은 핵심 단어만 골라 효율적으로 학습
6. 토익 신유형 대비 〈토익 필수 이디엄 표현〉 수록
7. 실전 감각을 키우는 토익 실전문제 13회분 제공(교재 3회+온라인 10회)",https://product.kyobobook.co.kr/detail/S000001020219,교보문고
33,202512,단 한 줄만 내 마음에 새긴다고 해도,나민애,포레스트북스,2025.06.11,10%,21420,"23,800원",1190,9.73,203,"‘풀꽃 시인 나태주의 딸’이자 ‘서울대 강의평가 1위 선생님’으로 알려진 나민애 교수는, 오래도록 시를 사랑해 온 ‘시 큐레이터’로도 유명하다. 2007년에 등단한 문학평론가로서, 10년이 넘도록 매주 한 편씩 대중들에게 시를 소개하는 칼럼을 연재하며 시를 읽는 기쁨을 나눴다.

독자 중에는 모든 칼럼을 오려서 꽁꽁 묶은 종이 뭉치를 가져온 사람도, 손으로 시와 해설을 베껴 적으며 자신만의 필사 노트를 완성한 사람도 있었다. 누군가는 시를 읽으며 울었고, 누군가는 시를 적으며 위로받았다고 했다. 이런 마음을 전달받은 나민애 저자는 ‘곁에 두면 좋은 시’ 77편을 고르고, 감각 있는 해설을 추가해 ‘인생 시 필사 노트’를 만들었다. 

정지용부터 나태주, 이병률, 황인찬까지 시간과 세대를 넘나드는 시인들의 작품 77편을 주제별로 엮은 이 책은 마치 〈시 플레이리스트〉 같다. ‘위로가 필요할 때’ ‘사랑 곁에 머물고 싶을 때’ ‘마음이 쓸쓸할 때’처럼 감정의 결에 따라서 골라 읽을 수 있게 구성했다. 덧붙인 해설은 독자들이 오래도록 그 마음에 머물도록, 그렇게 사유의 폭을 넓혀가도록 돕는다.",https://product.kyobobook.co.kr/detail/S000216716900,교보문고
34,202512,AI 2026 트렌드&활용백과,김덕진,스마트북스,2025.10.21,10%,22500,"25,000원",1250,9.54,81,"1,400만 뷰 화제의 영상, 16주 연속 종합 베스트셀러 김덕진 소장의 최신작 『AI 2026』(트렌드&활용백과)가 나왔다. 절대 놓쳐서는 안 될 2026년 AI 핫 트렌드와 활용법. 10여 년 동안 IT 트렌드의 최전선에서 대중들과 함께 호흡해온 김덕진 IT커뮤니케이션연구소장이 오픈AI·앤트로픽·구글·xAI 등 빅테크들의 최신 전략을 분석하고, 2026년 AI 핫 트렌드를 소개한다. 또한 지난 3년여 간 수천 회의 다양한 강의현장에서 만난 5만여 명 사용자들의 요구를 반영하여, 우리 삶과 일에서 활용도가 높은 AI 도구 30개를 뽑아 활용법도 소개한다. 
GPT-5·클로드·제미나이의 일잘러용 ‘찐’ 기능, 프롬프트 팩 사용법, 사무 특화형 AI부터 심층 리서치 에이전트, 미디어 특화 AI, 내 PC에 설치해 사용하는 오픈소스형 AI까지, 업무·학습·창작 활동에 어떻게 써먹을 수 있는지 구체적인 사례와 함께 다룬다. 보고서·영상·음악 등을 위한 AI부터 일잘러를 위한 업무별 생산성 AI 도구까지, 이 책 한 권으로 끝!",https://product.kyobobook.co.kr/detail/S000218055137,교보문고
35,202512,너를 아끼며 살아라,나태주,더블북,2025.06.12,10%,16650,"18,500원",920,9.95,67,"우리 시대의 큰 어른인 풀꽃 시인 나태주. 그는 베스트셀러 시인이면서 동시에 국내에서 가장 인기 많은 섭외 1순위 명강연자로 통한다. 이 책은 나태주 시인이 강연을 준비하며 틈틈이 메모해 둔 노트에서 가장 많은 사람들에게 공감과 감동을 주었던 글귀들을 가려 뽑아 엮은 책이다. 

초등학생들에게는 내일의 꿈을 심어주고, 청소년들에게는 가슴에 반짝이는 별을 잃지 말라고 당부하고, 대학생들에게는 미래를 향한 가슴 벅찬 희망의 날개를 달아 주었다. 자신감을 잃어버린 어른들에게는 가고 싶었던 길을 가라고 응원하며 자존감이 낮은 사람들에게 더 나를 사랑하고 아끼며 살라고 조언한다. 

이 책을 읽다 보면 온 마음을 다해 사랑으로 나를 위해 아낌없이 모든 인생의 지혜를 다 내어주고 싶어 하는 노시인의 간절하고 따뜻한 마음을 느낄 수 있다.",https://product.kyobobook.co.kr/detail/S000216730154,교보문고
36,202512,사카모토 데이즈 23: 신생 살연,Yuto Suzuki,대원씨아이,2025.10.31,10%,5850,"6,500원",320,9.87,124,"일상×비일상 솔리드 코미디 킬러 액션- 재생의 제23권!!

멈추지 않고 거머쥔 지금…
돌이켜 본 과거, 직시하는 미래.",https://product.kyobobook.co.kr/detail/S000218227444,교보문고
37,202512,밤과 나침반,하와이 대저택,논픽션,2025.11.03,10%,17820,"19,800원",990,9.82,47,"살다 보면 누구나 멈춰 설 때가 있다. 밀어붙일 힘도, 물러설 여유도 없을 때-그럴 때 필요한 건 단순한 위로나 조언이 아니다. 삶의 방향 전체를 다시 묻게 만드는 ‘질문’이다. 
《밤과 나침반》은 바로 그 지점에서 출발한다. 세상이 묻는 “지금, 무엇을 이루었습니까?” 대신 저자는 “오늘, 무엇을 읽고 있습니까?”라고 되묻는다. 
베스트셀러 작가이자 콘텐츠 미디어 기업 대표인 저자는 스스로의 경험을 통해 책이 사고를 흔들고, 태도를 바꾸며, 인생의 궤도를 다시 그리는 가장 강력한 도구임을 증명한다. 그는 말한다. “인생을 바꾸기로 결심했을 때 내가 가장 먼저 한 일은 독서였다.” 책은 그에게 방향을 주었고, 변화의 에너지를 불러왔다. 그리고 이제, 그 에너지를 독자와 나누고자 한다.

이 책은 그런 변화의 여정을 6개의 인생 나침반으로 풀어낸다. 각 장은 저자가 통찰을 얻은 나침반 도서와 더불어 ‘하와이 대저택의 편지’, ‘성찰의 대화’, ‘실천 질문 & 필사 문장’으로 구성되어 독자가 스스로 사유하고 실천하며, 자신만의 북극성을 찾아가도록 돕는다. 
“오늘 딱 1도만 바꾸어보라. 그 사소한 1도가 쌓이면 인생의 종착지가 달라진다.”
《밤과 나침반》은 거창한 결심이 아니라 작은 행동의 반복이 변화를 만든다고 말한다. 욕망은 부끄러움이 아니라 인간의 본능이며, 의지는 그 욕망이 넘쳐흐를 때 탄생하는 가장 진정한 인간의 활동이라고 말한다. 
살아 있는 것과 깨어 있는 것은 다르다. 이 책은 ‘깨어 있으려는 의지’가 삶을 다시 움직이게 하는 유일한 동력임을 일깨운다. 밤의 고요 속에서 스스로의 방향을 묻고 싶은 이들에게, 《밤과 나침반》은 조용하지만 단단한 빛이 되어줄 것이다.",https://product.kyobobook.co.kr/detail/S000218149352,교보문고
38,202512,브람스를 좋아하세요,프랑수아즈 사강,민음사,2008.05.02,10%,9000,"10,000원",500,9.56,949,"프랑수아즈 사강의 작품『브람스를 좋아하세요』. 전혀 다른 두 사랑 앞에서 방황하는 폴의 심리를 중심으로, 그녀와 사랑이라는 감정으로 연결된 로제와 시몽의 심리를 섬세하게 묘사하였다. 프랑스 문단의 '매력적인 작은 괴물'이라 불리는 사강이 스물넷의 나이에 쓴 이 작품은, 일상을 배경으로 난해하고 모호한 사랑의 감정을 진솔하게 그리고 있다.

실내장식가인 서른아홉의 폴은 오랫동안 함께 해온 연인 로제에게 완전히 익숙해져 앞으로 다른 사람을 사랑할 수 없을 거라고 생각한다. 하지만 폴과 달리, 구속을 싫어하는 로제는 마음이 내킬 때만 그녀를 만나고 다른 여자로부터 하룻밤의 즐거움을 찾는 것을 마다하지 않는다. 로제를 향한 폴의 일방적인 감정은 그녀에게 깊은 고독을 안겨준다. 

그러던 어느 날, 폴은 몽상가 같은 신비로운 분위기의 시몽과 만난다. 시몽은 폴에게 첫눈에 반해 적극적인 애정 공세를 펼치기 시작하고, 그런 시몽의 태도에 폴은 불안감과 신선한 호기심을 느낀다. 젊고 순수한 청년인 시몽으로 인해 폴은 행복을 느끼지만, 그녀가 세월을 통해 깨달은 감정의 덧없음은 시몽의 헌신적인 사랑 앞에서도 그 끝을 예감하는데….",https://product.kyobobook.co.kr/detail/S000000620316,교보문고
